Date,Close
2021-05-24,419.17
2021-05-25,418.24
2021-05-26,419.07
2021-05-27,419.29
2021-05-28,420.04
2021-06-01,419.67
2021-06-02,420.33
2021-06-03,418.77
2021-06-04,422.6
2021-06-07,422.19
2021-06-08,422.28
2021-06-09,421.65
2021-06-10,423.61
2021-06-11,424.31
2021-06-14,425.26
2021-06-15,424.48
2021-06-16,422.11
2021-06-17,421.97
2021-06-18,414.92
2021-06-21,420.86
2021-06-22,423.11
2021-06-23,422.6
2021-06-24,425.1
2021-06-25,426.61
2021-06-28,427.47
2021-06-29,427.7
2021-06-30,428.06
2021-07-01,430.43
2021-07-02,433.72
2021-07-06,432.93
2021-07-07,434.46
2021-07-08,430.92
2021-07-09,435.52
2021-07-12,437.08
2021-07-13,435.59
2021-07-14,436.24
2021-07-15,434.75
2021-07-16,431.34
2021-07-19,424.97
2021-07-20,431.06
2021-07-21,434.55
2021-07-22,435.46
2021-07-23,439.94
2021-07-26,441.02
2021-07-27,439.01
2021-07-28,438.83
2021-07-29,440.65
2021-07-30,438.51
2021-08-02,437.59
2021-08-03,441.15
2021-08-04,438.98
2021-08-05,441.76
2021-08-06,442.49
2021-08-09,442.13
2021-08-10,442.68
2021-08-11,443.78
2021-08-12,445.11
2021-08-13,445.92
2021-08-16,446.97
2021-08-17,444.04
2021-08-18,439.18
2021-08-19,439.86
2021-08-20,443.36
2021-08-23,447.26
2021-08-24,447.97
2021-08-25,448.91
2021-08-26,446.26
2021-08-27,450.25
2021-08-30,452.23
2021-08-31,451.56
2021-09-01,451.8
2021-09-02,453.19
2021-09-03,453.08
2021-09-07,451.46
2021-09-08,450.91
2021-09-09,448.98
2021-09-10,445.44
2021-09-13,446.58
2021-09-14,444.17
2021-09-15,447.88
2021-09-16,447.17
2021-09-17,441.4
2021-09-20,434.04
2021-09-21,433.63
2021-09-22,437.86
2021-09-23,443.18
2021-09-24,443.91
2021-09-27,442.64
2021-09-28,433.72
2021-09-29,434.45
2021-09-30,429.14
2021-10-01,434.24
2021-10-04,428.64
2021-10-05,433.1
2021-10-06,434.9
2021-10-07,438.66
2021-10-08,437.86
2021-10-11,434.69
2021-10-12,433.62
2021-10-13,435.18
2021-10-14,442.5
2021-10-15,445.87
2021-10-18,447.19
2021-10-19,450.64
2021-10-20,452.41
2021-10-21,453.59
2021-10-22,453.12
2021-10-25,455.55
2021-10-26,455.96
2021-10-27,453.94
2021-10-28,458.32
2021-10-29,459.25
2021-11-01,460.04
2021-11-02,461.9
2021-11-03,464.72
2021-11-04,466.91
2021-11-05,468.53
2021-11-08,468.93
2021-11-09,467.38
2021-11-10,463.62
2021-11-11,463.77
2021-11-12,467.27
2021-11-15,467.43
2021-11-16,469.28
2021-11-17,468.14
2021-11-18,469.73
2021-11-19,468.89
2021-11-22,467.57
2021-11-23,468.19
2021-11-24,469.44
2021-11-26,458.97
2021-11-29,464.6
2021-11-30,455.56
2021-12-01,450.5
2021-12-02,457.4
2021-12-03,453.42
2021-12-06,458.79
2021-12-07,468.28
2021-12-08,469.52
2021-12-09,466.35
2021-12-10,470.74
2021-12-13,466.57
2021-12-14,463.36
2021-12-15,470.6
2021-12-16,466.45
2021-12-17,459.87
2021-12-20,454.98
2021-12-21,463.06
2021-12-22,467.69
2021-12-23,470.6
2021-12-27,477.26
2021-12-28,476.87
2021-12-29,477.48
2021-12-30,476.16
2021-12-31,474.96
2022-01-03,477.71
2022-01-04,477.55
2022-01-05,468.38
2022-01-06,467.94
2022-01-07,466.09
2022-01-10,465.51
2022-01-11,469.75
2022-01-12,471.02
2022-01-13,464.53
2022-01-14,464.72
2022-01-18,456.49
2022-01-19,451.75
2022-01-20,446.75
2022-01-21,437.98
2022-01-24,439.84
2022-01-25,434.47
2022-01-26,433.38
2022-01-27,431.24
2022-01-28,441.95
2022-01-31,449.91
2022-02-01,452.95
2022-02-02,457.35
2022-02-03,446.6
2022-02-04,448.7
2022-02-07,447.26
2022-02-08,450.94
2022-02-09,457.54
2022-02-10,449.32
2022-02-11,440.46
2022-02-14,439.02
2022-02-15,446.1
2022-02-16,446.6
2022-02-17,437.06
2022-02-18,434.23
2022-02-22,429.57
2022-02-23,421.95
2022-02-24,428.3
2022-02-25,437.75
2022-02-28,436.63
2022-03-01,429.98
2022-03-02,437.89
2022-03-03,435.71
2022-03-04,432.17
2022-03-07,419.43
2022-03-08,416.25
2022-03-09,427.41
2022-03-10,425.48
2022-03-11,420.07
2022-03-14,417
2022-03-15,426.17
2022-03-16,435.62
2022-03-17,441.07
2022-03-18,444.52
2022-03-21,444.39
2022-03-22,449.59
2022-03-23,443.8
2022-03-24,450.49
2022-03-25,452.69
2022-03-28,455.91
2022-03-29,461.55
2022-03-30,458.7
2022-03-31,451.64
2022-04-01,452.92
2022-04-04,456.8
2022-04-05,451.03
2022-04-06,446.52
2022-04-07,448.77
2022-04-08,447.57
2022-04-11,439.92
2022-04-12,438.29
2022-04-13,443.31
2022-04-14,437.79
2022-04-18,437.97
2022-04-19,445.04
2022-04-20,444.71
2022-04-21,438.06
2022-04-22,426.04
2022-04-25,428.51
2022-04-26,416.1
2022-04-27,417.27
2022-04-28,427.81
2022-04-29,412
2022-05-02,414.48
2022-05-03,416.38
2022-05-04,429.06
2022-05-05,413.81
2022-05-06,411.34
2022-05-09,398.17
2022-05-10,399.09
2022-05-11,392.75
2022-05-12,392.34
2022-05-13,401.72
2022-05-16,400.09
2022-05-17,408.32
2022-05-18,391.86
2022-05-19,389.46
2022-05-20,389.63
2022-05-23,396.92
2022-05-24,393.89
2022-05-25,397.37
2022-05-26,405.31
2022-05-27,415.26
2022-05-31,412.93
2022-06-01,409.59
2022-06-02,417.39
2022-06-03,410.54
2022-06-06,411.79
2022-06-07,415.74
2022-06-08,411.22
2022-06-09,401.44
2022-06-10,389.8
2022-06-13,375
2022-06-14,373.87
2022-06-15,379.2
2022-06-16,366.65
2022-06-17,365.86
2022-06-21,375.07
2022-06-22,374.39
2022-06-23,378.06
2022-06-24,390.08
2022-06-27,388.59
2022-06-28,380.65
2022-06-29,380.34
2022-06-30,377.25
2022-07-01,381.24
2022-07-05,381.96
2022-07-06,383.25
2022-07-07,388.99
2022-07-08,388.67
2022-07-11,384.23
2022-07-12,380.83
2022-07-13,378.83
2022-07-14,377.91
2022-07-15,385.13
2022-07-18,381.95
2022-07-19,392.27
2022-07-20,394.77
2022-07-21,398.79
2022-07-22,395.09
2022-07-25,395.57
2022-07-26,390.89
2022-07-27,401.04
2022-07-28,406.07
2022-07-29,411.99
2022-08-01,410.77
2022-08-02,408.06
2022-08-03,414.45
2022-08-04,414.17
2022-08-05,413.47
2022-08-08,412.99
2022-08-09,411.35
2022-08-10,419.99
2022-08-11,419.99
2022-08-12,427.1
2022-08-15,428.86
2022-08-16,429.7
2022-08-17,426.65
2022-08-18,427.89
2022-08-19,422.14
2022-08-22,413.35
2022-08-23,412.35
2022-08-24,413.67
2022-08-25,419.51
2022-08-26,405.31
2022-08-29,402.63
2022-08-30,398.21
2022-08-31,395.18
2022-09-01,396.42
2022-09-02,392.24
2022-09-06,390.76
2022-09-07,397.78
2022-09-08,400.38
2022-09-09,406.6
2022-09-12,410.97
2022-09-13,393.1
2022-09-14,394.6
2022-09-15,390.12
2022-09-16,385.56
2022-09-19,388.55
2022-09-20,384.09
2022-09-21,377.39
2022-09-22,374.22
2022-09-23,367.95
2022-09-26,364.31
2022-09-27,363.38
2022-09-28,370.53
2022-09-29,362.79
2022-09-30,357.18
2022-10-03,366.61
2022-10-04,377.97
2022-10-05,377.09
2022-10-06,373.2
2022-10-07,362.79
2022-10-10,360.02
2022-10-11,357.74
2022-10-12,356.56
2022-10-13,365.97
2022-10-14,357.63
2022-10-17,366.82
2022-10-18,371.13
2022-10-19,368.5
2022-10-20,365.41
2022-10-21,374.29
2022-10-24,378.87
2022-10-25,384.92
2022-10-26,382.02
2022-10-27,379.98
2022-10-28,389.02
2022-10-31,386.21
2022-11-01,384.52
2022-11-02,374.87
2022-11-03,371.01
2022-11-04,376.35
2022-11-07,379.95
2022-11-08,382
2022-11-09,374.13
2022-11-10,394.69
2022-11-11,398.51
2022-11-14,395.12
2022-11-15,398.49
2022-11-16,395.45
2022-11-17,394.24
2022-11-18,396.03
2022-11-21,394.59
2022-11-22,399.9
2022-11-23,402.42
2022-11-25,402.33
2022-11-28,395.91
2022-11-29,395.23
2022-11-30,407.68
2022-12-01,407.38
2022-12-02,406.91
2022-12-05,399.59
2022-12-06,393.83
2022-12-07,393.16
2022-12-08,396.24
2022-12-09,393.28
2022-12-12,398.95
2022-12-13,401.97
2022-12-14,399.4
2022-12-15,389.63
2022-12-16,383.27
2022-12-19,380.02
2022-12-20,380.54
2022-12-21,386.23
2022-12-22,380.72
2022-12-23,382.91
2022-12-27,381.4
2022-12-28,376.66
2022-12-29,383.44
2022-12-30,382.43
2023-01-03,380.82
2023-01-04,383.76
2023-01-05,379.38
2023-01-06,388.08
2023-01-09,387.86
2023-01-10,390.58
2023-01-11,395.52
2023-01-12,396.96
2023-01-13,398.5
2023-01-17,397.77
2023-01-18,391.49
2023-01-19,388.64
2023-01-20,395.88
2023-01-23,400.63
2023-01-24,400.2
2023-01-25,400.35
2023-01-26,404.75
2023-01-27,405.68
2023-01-30,400.59
2023-01-31,406.48
2023-02-01,410.8
2023-02-02,416.78
2023-02-03,412.35
2023-02-06,409.83
2023-02-07,415.19
2023-02-08,410.65
2023-02-09,407.09
2023-02-10,408.04
2023-02-13,412.83
2023-02-14,412.64
2023-02-15,413.98
2023-02-16,408.28
2023-02-17,407.26
2023-02-21,399.09
2023-02-22,398.54
2023-02-23,400.66
2023-02-24,396.38
2023-02-27,397.73
2023-02-28,396.26
2023-03-01,394.74
2023-03-02,397.81
2023-03-03,404.19
2023-03-06,404.47
2023-03-07,398.27
2023-03-08,398.92
2023-03-09,391.56
2023-03-10,385.91
2023-03-13,385.36
2023-03-14,391.73
2023-03-15,389.28
2023-03-16,396.11
2023-03-17,389.99
2023-03-20,393.74
2023-03-21,398.91
2023-03-22,392.11
2023-03-23,393.17
2023-03-24,395.75
2023-03-27,396.49
2023-03-28,395.6
2023-03-29,401.35
2023-03-30,403.7
2023-03-31,409.39
2023-04-03,410.95
2023-04-04,408.67
2023-04-05,407.6
2023-04-06,409.19
2023-04-10,409.61
2023-04-11,409.72
2023-04-12,408.05
2023-04-13,413.47
2023-04-14,412.46
2023-04-17,413.94
2023-04-18,414.21
2023-04-19,414.14
2023-04-20,411.88
2023-04-21,412.2
2023-04-24,412.63
2023-04-25,406.08
2023-04-26,404.36
2023-04-27,412.41
2023-04-28,415.93
2023-05-01,415.51
2023-05-02,410.84
2023-05-03,408.02
2023-05-04,405.13
2023-05-05,412.63
2023-05-08,412.74
2023-05-09,410.93
2023-05-10,412.85
2023-05-11,412.13
2023-05-12,411.59
2023-05-15,413.01
2023-05-16,410.25
2023-05-17,415.23
2023-05-18,419.23
2023-05-19,418.62
2023-05-22,418.79
2023-05-23,414.09
2023-05-24,411.09
2023-05-25,414.65
2023-05-26,420.02
2023-05-30,420.18
2023-05-31,417.85
2023-06-01,421.82
2023-06-02,427.92
2023-06-05,427.1
2023-06-06,428.03
2023-06-07,426.55
2023-06-08,429.13
2023-06-09,429.9
2023-06-12,433.8
2023-06-13,436.66
2023-06-14,437.18
2023-06-15,442.6
2023-06-16,439.46
2023-06-20,437.18
2023-06-21,434.94
2023-06-22,436.51
2023-06-23,433.21
2023-06-26,431.44
2023-06-27,436.17
2023-06-28,436.39
2023-06-29,438.11
2023-06-30,443.28
2023-07-03,443.79
2023-07-05,443.13
2023-07-06,439.66
2023-07-07,438.55
2023-07-10,439.66
2023-07-11,442.46
2023-07-12,446.02
2023-07-13,449.56
2023-07-14,449.28
2023-07-17,450.84
2023-07-18,454.19
2023-07-19,455.2
2023-07-20,452.18
2023-07-21,452.18
2023-07-24,454.2
2023-07-25,455.44
2023-07-26,455.51
2023-07-27,452.49
2023-07-28,456.92
2023-07-31,457.79
2023-08-01,456.48
2023-08-02,450.13
2023-08-03,448.84
2023-08-04,446.81
2023-08-07,450.71
2023-08-08,448.75
2023-08-09,445.75
2023-08-10,445.91
2023-08-11,445.65
2023-08-14,448.11
2023-08-15,442.89
2023-08-16,439.64
2023-08-17,436.29
2023-08-18,436.5
2023-08-21,439.34
2023-08-22,438.15
2023-08-23,443.03
2023-08-24,436.89
2023-08-25,439.97
2023-08-28,442.76
2023-08-29,449.16
2023-08-30,451.01
2023-08-31,450.35
2023-09-01,451.19
2023-09-05,449.24
2023-09-06,446.22
2023-09-07,444.85
2023-09-08,445.52
2023-09-11,448.45
2023-09-12,445.99
2023-09-13,446.51
2023-09-14,450.36
2023-09-15,443.37
2023-09-18,443.63
2023-09-19,442.71
2023-09-20,438.64
2023-09-21,431.39
2023-09-22,430.42
2023-09-25,432.23
2023-09-26,425.88
2023-09-27,426.05
2023-09-28,428.52
2023-09-29,427.48
2023-10-02,427.31
2023-10-03,421.59
2023-10-04,424.66
2023-10-05,424.5
2023-10-06,429.54
2023-10-09,432.29
2023-10-10,434.54
2023-10-11,436.32
2023-10-12,433.66
2023-10-13,431.5
2023-10-16,436.04
2023-10-17,436.02
2023-10-18,430.21
2023-10-19,426.43
2023-10-20,421.19
2023-10-23,420.46
2023-10-24,423.63
2023-10-25,417.55
2023-10-26,412.55
2023-10-27,410.68
2023-10-30,415.59
2023-10-31,418.2
2023-11-01,422.66
2023-11-02,430.76
2023-11-03,434.69
2023-11-06,435.69
2023-11-07,436.93
2023-11-08,437.25
2023-11-09,433.84
2023-11-10,440.61
2023-11-13,440.19
2023-11-14,448.73
2023-11-15,449.68
2023-11-16,450.23
2023-11-17,450.79
2023-11-20,454.26
2023-11-21,453.27
2023-11-22,455.02
2023-11-24,455.3
2023-11-27,454.48
2023-11-28,454.93
2023-11-29,454.61
2023-11-30,456.4
2023-12-01,459.1
2023-12-04,456.69
2023-12-05,456.6
2023-12-06,454.76
2023-12-07,458.23
2023-12-08,460.2
2023-12-11,461.99
2023-12-12,464.1
2023-12-13,470.5
2023-12-14,472.01
2023-12-15,469.33
2023-12-18,471.97
2023-12-19,474.84
2023-12-20,468.26
2023-12-21,472.7
2023-12-22,473.65
2023-12-26,475.65
2023-12-27,476.51
2023-12-28,476.69
2023-12-29,475.31
2024-01-02,472.65
2024-01-03,468.79
2024-01-04,467.28
2024-01-05,467.92
2024-01-08,474.6
2024-01-09,473.88
2024-01-10,476.56
2024-01-11,476.35
2024-01-12,476.68
2024-01-16,474.93
2024-01-17,472.29
2024-01-18,476.49
2024-01-19,482.43
2024-01-22,483.45
2024-01-23,484.86
2024-01-24,485.39
2024-01-25,488.03
2024-01-26,487.41
2024-01-29,491.27
2024-01-30,490.89
2024-01-31,482.88
2024-02-01,489.2
2024-02-02,494.35
2024-02-05,492.55
2024-02-06,493.98
2024-02-07,498.1
2024-02-08,498.32
2024-02-09,501.2
2024-02-12,500.98
2024-02-13,494.08
2024-02-14,498.57
2024-02-15,502.01
2024-02-16,499.51
2024-02-20,496.76
2024-02-21,497.21
2024-02-22,507.5
2024-02-23,507.85
2024-02-26,505.99
2024-02-27,506.93
2024-02-28,506.26
2024-02-29,508.08
2024-03-01,512.85
2024-03-04,512.3
2024-03-05,507.18
2024-03-06,509.75
2024-03-07,514.81
2024-03-08,511.72
2024-03-11,511.28
2024-03-12,516.78
2024-03-13,515.97
2024-03-14,514.95
2024-03-15,509.83
2024-03-18,512.86
2024-03-19,515.71
2024-03-20,520.48
2024-03-21,522.2
2024-03-22,521.21
2024-03-25,519.77
2024-03-26,518.81
2024-03-27,523.17
2024-03-28,523.07
2024-04-01,522.16
2024-04-02,518.84
2024-04-03,519.41
2024-04-04,513.07
2024-04-05,518.43
2024-04-08,518.72
2024-04-09,519.32
2024-04-10,514.12
2024-04-11,518
2024-04-12,510.85
2024-04-15,504.45
2024-04-16,503.53
2024-04-17,500.55
2024-04-18,499.52
2024-04-19,495.16
2024-04-22,499.72
2024-04-23,505.65
2024-04-24,505.41
2024-04-25,503.49
2024-04-26,508.26
2024-04-29,510.06
2024-04-30,501.98
2024-05-01,500.35
2024-05-02,505.03
2024-05-03,511.29
2024-05-06,516.57
2024-05-07,517.14
2024-05-08,517.19
2024-05-09,520.17
2024-05-10,520.84
2024-05-13,520.91
2024-05-14,523.3
2024-05-15,529.78
2024-05-16,528.69
2024-05-17,529.45
2024-05-20,530.06
2024-05-21,531.36
2024-05-22,529.83
2024-05-23,525.96
2024-05-24,529.44
2024-05-28,529.81
2024-05-29,526.1
2024-05-30,522.61
2024-05-31,527.37
2024-06-03,527.8
2024-06-04,528.39
2024-06-05,534.67
2024-06-06,534.66
2024-06-07,534.01
2024-06-10,535.66
2024-06-11,536.95
2024-06-12,541.36
2024-06-13,542.45
2024-06-14,542.78
2024-06-17,547.1
2024-06-18,548.49
2024-06-20,547
2024-06-21,544.51
2024-06-24,542.74
2024-06-25,544.83
2024-06-26,545.51
2024-06-27,546.37
2024-06-28,544.22
2024-07-01,545.34
2024-07-02,549.01
2024-07-03,551.46
2024-07-05,554.64
2024-07-08,555.28
2024-07-09,555.82
2024-07-10,561.32
2024-07-11,556.48
2024-07-12,559.99
2024-07-15,561.53
2024-07-16,564.86
2024-07-17,556.94
2024-07-18,552.66
2024-07-19,548.99
2024-07-22,554.65
2024-07-23,553.78
2024-07-24,541.23
2024-07-25,538.41
2024-07-26,544.44
2024-07-29,544.76
2024-07-30,542
2024-07-31,550.81
2024-08-01,543.01
2024-08-02,532.9
2024-08-05,517.38
2024-08-06,522.15
2024-08-07,518.66
2024-08-08,530.65
2024-08-09,532.99
2024-08-12,533.27
2024-08-13,542.04
2024-08-14,543.75
2024-08-15,553.07
2024-08-16,554.31
2024-08-19,559.61
2024-08-20,558.7
2024-08-21,560.62
2024-08-22,556.22
2024-08-23,562.13
2024-08-26,560.79
2024-08-27,561.56
2024-08-28,558.3
2024-08-29,558.35
2024-08-30,563.68
2024-09-03,552.08
2024-09-04,550.95
2024-09-05,549.61
2024-09-06,540.36
2024-09-09,546.41
2024-09-10,548.79
2024-09-11,554.42
2024-09-12,559.09
2024-09-13,562.01
2024-09-16,562.84
2024-09-17,563.07
2024-09-18,561.4
2024-09-19,570.98
2024-09-20,568.25
2024-09-23,569.67
2024-09-24,571.3
2024-09-25,570.04
2024-09-26,572.3
2024-09-27,571.47
2024-09-30,573.76
2024-10-01,568.62
2024-10-02,568.86
2024-10-03,567.82
2024-10-04,572.98
2024-10-07,567.8
2024-10-08,573.17
2024-10-09,577.14
2024-10-10,576.13
2024-10-11,579.58
2024-10-14,584.32
2024-10-15,579.78
2024-10-16,582.3
2024-10-17,582.35
2024-10-18,584.59
2024-10-21,583.63
2024-10-22,583.32
2024-10-23,577.99
2024-10-24,579.24
2024-10-25,579.04
2024-10-28,580.83
2024-10-29,581.77
2024-10-30,580.01
2024-10-31,568.64
2024-11-01,571.04
2024-11-04,569.81
2024-11-05,576.7
2024-11-06,591.04
2024-11-07,595.61
2024-11-08,598.19
2024-11-11,598.76
2024-11-12,596.9
2024-11-13,597.19
2024-11-14,593.35
2024-11-15,585.75
2024-11-18,588.15
2024-11-19,590.3
2024-11-20,590.5
2024-11-21,593.67
2024-11-22,595.51
2024-11-25,597.53
2024-11-26,600.65
2024-11-27,598.83
2024-11-29,602.55
2024-12-02,603.63
2024-12-03,603.91
2024-12-04,607.66
2024-12-05,606.66
2024-12-06,607.81
2024-12-09,604.68
2024-12-10,602.8
2024-12-11,607.46
2024-12-12,604.33
2024-12-13,604.21
2024-12-16,606.79
2024-12-17,604.29
2024-12-18,586.28
2024-12-19,586.1
2024-12-20,591.15
2024-12-23,594.69
2024-12-24,601.3
2024-12-26,601.34
2024-12-27,595.01
2024-12-30,588.22
2024-12-31,586.08
2025-01-02,584.64
2025-01-03,591.95
2025-01-06,595.36
2025-01-07,588.63
2025-01-08,589.49
2025-01-10,580.49
2025-01-13,581.39
2025-01-14,582.19
2025-01-15,592.78
2025-01-16,591.64
2025-01-17,597.58
2025-01-21,603.05
2025-01-22,606.44
2025-01-23,609.75
2025-01-24,607.97
2025-01-27,599.37
2025-01-28,604.52
2025-01-29,601.81
2025-01-30,605.04
2025-01-31,601.82
2025-02-03,597.77
2025-02-04,601.78
2025-02-05,604.22
2025-02-06,606.32
2025-02-07,600.77
2025-02-10,604.85
2025-02-11,605.31
2025-02-12,603.36
2025-02-13,609.73
2025-02-14,609.7
2025-02-18,611.49
2025-02-19,612.93
2025-02-20,610.38
2025-02-21,599.94
2025-02-24,597.21
2025-02-25,594.24
2025-02-26,594.54
2025-02-27,585.05
2025-02-28,594.18
2025-03-03,583.77
2025-03-04,576.86
2025-03-05,583.06
2025-03-06,572.71
2025-03-07,575.92
2025-03-10,560.58
2025-03-11,555.92
2025-03-12,558.87
2025-03-13,551.42
2025-03-14,562.81
2025-03-17,567.15
2025-03-18,561.02
2025-03-19,567.13
2025-03-20,565.49
2025-03-21,563.98
2025-03-24,574.08
2025-03-25,575.46
2025-03-26,568.59
2025-03-27,567.08
2025-03-28,555.66
2025-03-31,559.39
2025-04-01,560.97
2025-04-02,564.52
2025-04-03,536.7
2025-04-04,505.28
2025-04-07,504.38
2025-04-08,496.48
2025-04-09,548.62
2025-04-10,524.58
2025-04-11,533.94
2025-04-14,539.12
2025-04-15,537.61
2025-04-16,525.66
2025-04-17,526.41
2025-04-21,513.88
2025-04-22,527.25
2025-04-23,535.42
2025-04-24,546.69
2025-04-25,550.64
2025-04-28,550.85
2025-04-29,554.32
2025-04-30,554.54
2025-05-01,558.47
2025-05-02,566.76
2025-05-05,563.51
2025-05-06,558.8
2025-05-07,561.15
2025-05-08,565.06
2025-05-09,564.34
2025-05-12,582.99
2025-05-13,586.84
2025-05-14,587.59
2025-05-15,590.46
2025-05-16,594.2
2025-05-19,594.85
2025-05-20,592.85
2025-05-21,582.86
2025-05-22,583.09
2025-05-23,579.11
2025-05-27,591.15
2025-05-28,587.73
2025-05-29,590.05
2025-05-30,589.39
2025-06-02,592.71
2025-06-03,596.09
2025-06-04,595.93
2025-06-05,593.05
2025-06-06,599.14
2025-06-09,599.68
2025-06-10,603.08
2025-06-11,601.36
2025-06-12,603.75
2025-06-13,597
2025-06-16,602.68
2025-06-17,597.53
2025-06-18,597.44
2025-06-20,594.28
2025-06-23,600.15
2025-06-24,606.78
2025-06-25,607.12
2025-06-26,611.87
2025-06-27,614.91
2025-06-30,617.85
2025-07-01,617.65
2025-07-02,620.45
2025-07-03,625.34
2025-07-07,620.68
2025-07-08,620.34
2025-07-09,624.06
2025-07-10,625.82
2025-07-11,623.62
2025-07-14,624.81
2025-07-15,622.14
2025-07-16,624.22
2025-07-17,628.04
2025-07-18,627.58
2025-07-21,628.77
2025-07-22,628.86
2025-07-23,634.21
2025-07-24,634.42
2025-07-25,637.1
2025-07-28,636.94
2025-07-29,635.26
2025-07-30,634.46
2025-07-31,632.08
2025-08-01,621.72
2025-08-04,631.17
2025-08-05,627.97
2025-08-06,632.78
2025-08-07,632.25
2025-08-08,637.18
2025-08-11,635.92
2025-08-12,642.69
2025-08-13,644.89
2025-08-14,644.95
2025-08-15,643.44
2025-08-18,643.3
2025-08-19,639.81
2025-08-20,638.11
2025-08-21,635.55
2025-08-22,645.31
2025-08-25,642.47
2025-08-26,645.16
2025-08-27,646.63
2025-08-28,648.92
2025-08-29,645.05
2025-09-02,640.27
2025-09-03,643.74
2025-09-04,649.12
2025-09-05,647.24
2025-09-08,648.83
2025-09-09,650.33
2025-09-10,652.21
2025-09-11,657.63
2025-09-12,657.41
2025-09-15,660.91
2025-09-16,660
2025-09-17,659.18
2025-09-18,662.26
2025-09-19,663.7
2025-09-22,666.84
2025-09-23,663.21
2025-09-24,661.1
2025-09-25,658.05
2025-09-26,661.82
2025-09-29,663.68
2025-09-30,666.18
2025-10-01,668.45
2025-10-02,669.22
2025-10-03,669.21
2025-10-06,671.61
2025-10-07,669.12
2025-10-08,673.11
2025-10-09,671.16
2025-10-10,653.02
2025-10-13,663.04
2025-10-14,662.23
2025-10-15,665.17
2025-10-16,660.64
2025-10-17,664.39
2025-10-20,671.3
2025-10-21,671.29
2025-10-22,667.8
2025-10-23,671.76
2025-10-24,677.25
2025-10-27,685.24
2025-10-28,687.06
2025-10-29,687.39
2025-10-30,679.83
2025-10-31,682.06
